Org ID, Org Name, Address, Website, Ranking, Total Revenue, Category,URL In CharityNavigator
7886,ACCION Texas, 2014 South Hackberry Street,http://www.acciontexas.org/,4 stars,"$11,354,259 ",Public Benefit : Community and Housing Development,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7886
11257,ACE Scholarships, 1201 East Colfax Avenue,http://www.acescholarships.org/,4 stars,"$5,913,104 ",Education : Other Education Programs and Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11257
6917,Achievement Centers for Children, 4255 Northfield Road,http://www.achievementcenters.org/,4 stars,"$8,191,392 ",Human Services : Social Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6917
12696,Achievement First, 403 James Street,http://www.achievementfirst.org,4 stars,"$27,246,098 ",Education : Other Education Programs and Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12696
15006,ACLU Foundation of Massachusetts, 211 Congress Street,http://aclum.org/,4 stars,"$3,988,460 ",Public Benefit : Advocacy and Civil Rights,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15006
3212,Action Against Hunger | ACF-USA, 247 West 37th Street,http://www.actionagainsthunger.org,4 stars,"$63,586,835 ",International : Development and Relief Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3212
8861,The Action Center, 8755 West Fourteenth Avenue,http://www.theactioncenterco.org/,4 stars,"$10,148,486 ",Human Services : Homeless Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8861
7153,Action in Community Through Service, 3900 ACTS Lane,,4 stars,"$5,449,052 ",Human Services : Social Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7153
12729,Action Ministries Inc., 17 Executive Park Suite 540,http://www.actionministries.net,4 stars,"$5,025,836 ",Human Services : Social Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12729
6986,Acton Institute for the Study of Religion and Liberty, 98 E. Fulton Street,http://www.acton.org/,4 stars,"$12,680,511 ",Public Benefit : Advocacy and Civil Rights,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6986
5994,The Actors Fund, 729 Seventh Avenue,http://www.actorsfund.org/,4 stars,"$28,660,883 ",Arts Culture Humanities : Performing Arts,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5994
8693,Actors Theatre of Louisville, 316 West Main Street,http://www.actorstheatre.org/,4 stars,"$10,273,324 ",Arts Culture Humanities : Performing Arts,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8693
11774,Acumen Fund, 76 Ninth Avenue,http://www.acumenfund.org/,4 stars,"$10,644,819 ",International : Development and Relief Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11774
12126,Adaptive Sports Foundation, 100 Silverman Way,,4 stars,"$1,533,916 ",Human Services : Multipurpose Human Service Organizations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12126
13108,Adler Aphasia Center, 60 West Hunter Avenue,http://www.adleraphasiacenter.org/,4 stars,"$1,437,154 ",Health : Patient and Family Support,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13108
13389,Administer Justice, 1750 Grandstand Place,http://www.administerjustice.org/,4 stars,"$1,508,936 ",Public Benefit : Advocacy and Civil Rights,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13389
12879,Adolescent Counseling Services, 1717 Embarcadero Road,http://www.acs-teens.org,4 stars,"$1,420,657 ",Human Services : Youth Development Shelter and Crisis Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12879
10404,Adopt-A-Native-Elder Program, P.O. Box 3401,http://www.anelder.org,4 stars,"$909,055 ",Human Services : Social Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10404
11927,AdoptAClassroom.org, 110 N 5th St 10th Flr,http://www.adoptaclassroom.org,4 stars,"$2,766,940 ",Education : Other Education Programs and Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11927
10645,Adopt-A-Family, 1712 Second Avenue N,http://www.adoptafamilypbc.org,4 stars,"$5,659,912 ",Human Services : Homeless Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10645
8078,ADRA International, 12501 Old Columbia Pike,http://www.adra.org,4 stars,"$77,441,938 ",International : Development and Relief Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8078
3216,Advancing Native Missions, P.O. Box 5303,http://www.adnamis.org,4 stars,"$12,172,465 ",Religion : Religious Activities,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3216
5299,Adventist Frontier Missions, P.O. Box 286,http://www.afmonline.org,4 stars,"$4,934,591 ",Religion : Religious Activities,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5299
10426,Advocates for Children of New York, 151 West 30th Street,http://www.advocatesforchildren.org,4 stars,"$4,875,283 ",Public Benefit : Advocacy and Civil Rights,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10426
5261,The Advocates for Human Rights, 330 South Second Avenue,http://www.mnadvocates.org,4 stars,"$2,329,633 ",International : International Peace Security and Affairs,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5261
5408,Advocates for Youth, 2000 M Street NW,http://www.advocatesforyouth.org,4 stars,"$4,321,886 ",Health : Treatment and Prevention Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5408
12539,African Leadership and Reconciliation Ministries, 13154 Coit Road,http://www.alarm-inc.org,4 stars,"$3,535,484 ",Religion : Religious Activities,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12539
3222,AFS-USA, One Whitehall Street 2nd Floor,http://www.afsusa.org,4 stars,"$35,509,744 ",International : International Peace Security and Affairs,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3222
8881,Aga Khan Foundation USA, 1825 K Street NW,http://www.partnershipsinaction.org/content/aga-khan-foundation-usa,4 stars,"$37,414,862 ",International : Development and Relief Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8881
6235,AIDS United, 1424 K Street NW,,4 stars,"$16,345,172 ",Public Benefit : Fundraising Organizations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6235
8760,Air Force Enlisted Village, 92 Sunset Lane,http://www.afenlistedwidows.org/,4 stars,"$8,525,806 ",Human Services : Social Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8760
13296,Air Warrior Courage Foundation, P.O. Box 877,http://www.airwarriorcourage.org/,4 stars,"$1,337,763 ",Human Services : Social Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13296
6133,Akron Community Foundation, 345 West Cedar Street,http://www.akroncf.org/Home.aspx,4 stars,"$14,550,294 ",Public Benefit : Community Foundations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6133
11636,Alabama Ballet, 2726 1st Avenue South,http://www.alabamaballet.org,4 stars,"$1,645,989 ",Arts Culture Humanities : Performing Arts,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11636
5818,Alameda County Community Food Bank, 7900 Edgewater Drive,,4 stars,"$52,627,450 ",Human Services : Food Banks Food Pantries and Food Distribution,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5818
14161,Albemarle Society for the Prevention of Cruelty to Animals, 3355 Berkmar Dr,http://caspca.org/,4 stars,"$3,715,855 ",Animals : Animal Rights Welfare and Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14161
