Org ID, Org Name, Address, Website, Ranking, Total Revenue, Category,URL In CharityNavigator
6323,Chattanooga Area Food Bank, 2009 Curtain Pole Road,http://www.chattfoodbank.org,4 stars,"$20,207,125 ",Human Services : Food Banks Food Pantries and Food Distribution,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6323
6617,Cheetah Conservation Fund, 2210 Mt. Vernon Avenue Suite 301,,4 stars,"$1,538,544 ",Animals : Wildlife Conservation,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6617
5726,Cheyenne Mountain Zoo, 4250 Cheyenne Mountain Zoo Road,http://www.cmzoo.org,4 stars,"$9,668,858 ",Animals : Zoos and Aquariums,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5726
15195,Chicago Bar Foundation, 321 South Plymouth Court,http://chicagobarfoundation.org/,4 stars,"$5,918,520 ",Public Benefit : Advocacy and Civil Rights,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15195
3470,Chicago Botanic Garden, 1000 Lake Cook Road,http://www.chicagobotanic.org,4 stars,"$44,809,710 ",Environment : Botanical Gardens Parks and Nature Centers,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3470
10054,Chicago Foundation for Women, One East Wacker Drive,http://www.cfw.org/,4 stars,"$9,667,255 ",Public Benefit : Advocacy and Civil Rights,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10054
15281,Chicago Legal Clinic, 2938 East 91st Street,http://www.clclaw.org/,4 stars,"$2,587,685 ",Public Benefit : Advocacy and Civil Rights,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15281
10691,Chicago Public Library Foundation, 20 North Michigan Avenue,http://www.chicagopubliclibraryfoundation.org/,4 stars,"$7,005,031 ",Arts Culture Humanities : Libraries Historical Societies and Landmark Preservation,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10691
4702,Chicago Public Media, Navy Pier,http://chicagopublicmedia.org/,4 stars,"$22,843,250 ",Arts Culture Humanities : Public Broadcasting and Media,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4702
5268,Chicago Shakespeare Theater, 800 East Grand Avenue,http://www.chicagoshakes.com,4 stars,"$21,326,392 ",Arts Culture Humanities : Performing Arts,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5268
15239,Chicago Volunteer Legal Services, 33 North Dearborn Street,http://www.cvls.org/,4 stars,"$3,139,006 ",Public Benefit : Advocacy and Civil Rights,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15239
6543,Child Advocates, 2401 Portsmouth,http://www.childadvocates.org/,4 stars,"$4,011,869 ",Human Services : Children's and Family Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6543
15053,Child Advocates San Antonio, 406 San Pedro Avenue,http://www.casa-satx.org/,4 stars,"$1,816,744 ",Human Services : Children's and Family Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15053
8219,Child Aid, 917 Southwest Oak Street,http://www.child-aid.org,4 stars,"$1,463,621 ",International : Development and Relief Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8219
10230,Child Crisis Center, 817 N. Country Club,,4 stars,"$7,074,687 ",Human Services : Children's and Family Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10230
11023,Child Foundation, 4475 SW Scholls Ferry Rd,http://www.childfoundation.org,4 stars,"$2,532,865 ",International : Development and Relief Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11023
14068,Child Legacy International, P.O. Box 805,http://www.childlegacy.org/index.php,4 stars,"$1,498,379 ",International : Development and Relief Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14068
3475,Childcare Worldwide, 1971 Midway Lane,,4 stars,"$3,519,096 ",International : Development and Relief Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3475
8392,Children of the Nations, 11992 Clear Creek Road,,4 stars,"$7,741,422 ",International : Development and Relief Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8392
6611,Children of the Night, 14530 Sylvan Street,http://www.childrenofthenight.org,4 stars,"$2,186,702 ",Human Services : Youth Development Shelter and Crisis Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6611
14881,Children's Action Alliance, 4001 North Third Street,http://azchildren.org/,4 stars,"$1,960,746 ",Human Services : Children's and Family Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14881
9065,Children's Advocacy Center of Collin County, 2205 Los Rios Boulevard,http://www.caccollincounty.org,4 stars,"$3,640,393 ",Human Services : Children's and Family Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9065
3480,The Children's Aid Society, 105 East 22nd Street,http://www.childrensaidsociety.org,4 stars,"$117,154,454 ",Human Services : Children's and Family Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3480
12033,Children's Alliance, 718 6th Avenue South,http://www.childrensalliance.org/,4 stars,"$1,784,642 ",Public Benefit : Research and Public Policy Institutions,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12033
6589,The Children's Assessment Center Foundation, 2500 Bolsover Street,http://www.cachouston.org/,4 stars,"$8,685,674 ",Human Services : Children's and Family Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6589
7646,Children's Cancer Association, 1200 NW Naito Parkway,http://joyrx.org/,4 stars,"$2,892,421 ",Health : Patient and Family Support,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7646
13048,Children's Cup, P.O. Box 400,http://www.childrenscup.org,4 stars,"$3,678,784 ",International : Development and Relief Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13048
7442,Children's Discovery Museum of San Jose, 180 Woz Way,http://www.cdm.org/,4 stars,"$5,966,617 ",Arts Culture Humanities : Museums,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7442
11988,Children's Dream Fund, One Progress Plaza,,4 stars,"$1,192,902 ",Health : Patient and Family Support,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11988
8290,Children's HopeChest, P.O. Box 63842,http://www.hopechest.org/,4 stars,"$6,144,380 ",International : Development and Relief Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8290
6335,Children's Hospital Foundation, 800 Research Parkway,http://www.okchf.org,4 stars,"$5,669,534 ",Health : Medical Research,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6335
3487,Children's Hunger Fund, 13931 Balboa Blvd.,http://www.ChildrensHungerFund.org/,4 stars,"$128,557,817 ",International : Humanitarian Relief Supplies,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3487
5097,Children's Literacy Initiative, 2314 Market Street,http://www.cli.org/,4 stars,"$10,964,261 ",Education : Other Education Programs and Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5097
5756,Children's Miracle Network Hospitals, 205 West 700 South,http://www.cmnhospitals.org,4 stars,"$33,977,438 ",Public Benefit : Fundraising Organizations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5756
6545,Children's Museum of Houston, 1500 Binz Street,http://www.cmhouston.org/,4 stars,"$13,026,918 ",Arts Culture Humanities : Museums,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6545
14897,The Children's Museum of Memphis, 2525 Central Avenue,http://cmom.com/,4 stars,"$2,952,726 ",Arts Culture Humanities : Museums,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14897
5384,Children's Museum of Richmond, 2626 West Broad Street,http://www.c-mor.org,4 stars,"$3,351,806 ",Arts Culture Humanities : Museums,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5384
9891,Children's Organ Transplant Association, 2501 West COTA Drive,http://www.cota.org,4 stars,"$6,797,689 ",Health : Diseases Disorders and Disciplines,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9891
15347,The Children's Place, 2 East 59th Street,http://www.childrensplacekc.org/,4 stars,"$2,548,780 ",Human Services : Children's and Family Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15347
13125,Children's Place at HomeSafe, 2840 Sixth Avenue S,http://childrensplace-homesafe.org/,4 stars,"$8,188,011 ",Human Services : Children's and Family Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13125
11083,Children's Restoration Network, 11285 Elkins Road,http://www.childrn.org,4 stars,"$2,936,572 ",Human Services : Homeless Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11083
12551,Children's Scholarship Fund Philadelphia, 100 South Broad Street,,4 stars,"$9,370,931 ",Education : Other Education Programs and Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12551
5337,Children's Shelter of Cebu, P.O. Box 247,http://www.cscshelter.org,4 stars,"$1,723,830 ",International : Development and Relief Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5337
5905,Children's Tumor Foundation,120,http://www.ctf.org/,4 stars,"$9,542,643 ",Health : Medical Research,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5905
8935,China Institute in America, 125 East 65th Street,http://www.chinainstitute.org/,4 stars,"$6,725,731 ",International : International Peace Security and Affairs,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8935
3492,Choate Rosemary Hall, 333 Christian Street,http://www.choate.edu,4 stars,"$73,981,828 ",Education : Private Elementary and Secondary Schools,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3492
6482,CHOC Foundation, 455 South Main Street,http://www.choc.org/giving/index.cfm?id=P00276,4 stars,"$21,241,227 ",Public Benefit : Fundraising Organizations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6482
5681,CHOICE Humanitarian, 7879 South 1530 West,http://choicehumanitarian.org,4 stars,"$2,265,683 ",International : Development and Relief Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5681
3497,Christian Blind Mission International, 450 East Park Avenue,http://www.cbmus.org,4 stars,"$138,396,448 ",International : Humanitarian Relief Supplies,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3497
5149,Christian Community Action, 200 South Mill Street,http://www.ccahelps.org/,4 stars,"$11,073,565 ",Human Services : Homeless Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5149
6641,Christian Community Service Center, 3230 Mercer Street,,4 stars,"$3,209,292 ",Human Services : Social Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6641
5378,Christian Relief Fund, P.O. Box 19670,http://www.christianrelieffund.org,4 stars,"$5,930,174 ",International : Development and Relief Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5378
12891,Christian Senior Services, 4306 NW Loop 410,http://www.christianseniorservices.org,4 stars,"$6,796,944 ",Human Services : Social Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12891
14700,Christian Services Inc., 301 East Second Street,,4 stars,"$1,006,190 ",Human Services : Homeless Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14700
11302,Christian World Outreach, 12249 Mead Way,,4 stars,"$1,171,498 ",International : Development and Relief Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11302
8893,Chrysalis, 522 S. Main Street,,4 stars,"$9,664,507 ",Human Services : Homeless Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8893
6623,Chrysler Museum of Art, One Memorial Place,http://www.chrysler.org/,4 stars,"$11,234,296 ",Arts Culture Humanities : Museums,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6623
15132,CHUM, 102 West Second Street,http://www.chumduluth.org/index.htm,4 stars,"$1,957,870 ",Human Services : Homeless Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15132
7210,Church Health Center, 1210 Peabody Avenue,http://www.churchhealthcenter.org,4 stars,"$20,655,305 ",Health : Treatment and Prevention Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7210
14055,CIA Officers Memorial Foundation, 2251 Corporate Park Drive,http://www.ciamemorialfoundation.org/,4 stars,"$3,912,480 ",Human Services : Social Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14055
6109,Cincinnati Art Museum, 953 Eden Park Drive,http://www.cincinnatiartmuseum.org,4 stars,"$17,426,631 ",Arts Culture Humanities : Museums,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6109
8645,Cincinnati Opera, Music Hall,http://www.cincinnatiopera.org,4 stars,"$10,060,894 ",Arts Culture Humanities : Performing Arts,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8645
8647,Cincinnati Parks Foundation, 950 Eden Park Drive,http://www.cincinnatiparksfoundation.org,4 stars,"$3,730,899 ",Environment : Botanical Gardens Parks and Nature Centers,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8647
4799,Cincinnati Zoo & Botanical Garden, 3400 Vine Street,http://www.cincinnatizoo.org,4 stars,"$38,637,833 ",Animals : Zoos and Aquariums,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4799
12766,Cinequest, P.O. Box 720040,http://www.cinequest.org,4 stars,"$1,169,983 ",Arts Culture Humanities : Performing Arts,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12766
3510,CitiHope International, P.O. Box 626,http://www.citihope.org,4 stars,"$97,189,260 ",International : Humanitarian Relief Supplies,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3510
7550,Citizen Schools, 308 Congress Street,http://www.citizenschools.org/,4 stars,"$30,348,676 ",Education : Other Education Programs and Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7550
8274,Citizens Committee for New York City, 77 Water Street,http://www.citizensnyc.org,4 stars,"$2,670,411 ",Public Benefit : Community and Housing Development,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8274
12225,The Citizens Foundation USA, 2425 Touhy Ave.,http://www.tcfusa.org/,4 stars,"$4,783,610 ",International : Foreign Charity Support Organizations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12225
11088,Citizens United for Research in Epilepsy, 223 West Erie Street,http://www.cureepilepsy.org,4 stars,"$5,587,966 ",Public Benefit : Fundraising Organizations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11088
15192,City Academy, 4175 North Kingshighway Boulevard,http://www.cityacademyschool.org/,4 stars,"$4,559,490 ",Education : Private Elementary and Secondary Schools,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15192
3513,City Harvest, 6 East 32nd Street,http://www.cityharvest.org,4 stars,"$112,566,482 ",Human Services : Food Banks Food Pantries and Food Distribution,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3513
9836,City Mission, 84 West Wheeling Street,http://www.citymission.org/,4 stars,"$4,232,466 ",Human Services : Homeless Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9836
7645,City of Hope, 1500 East Duarte Road,,4 stars,"$1,015,002,077 ",Health : Treatment and Prevention Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7645
9825,City Rescue Mission Oklahoma City, 800 West California Avenue,,4 stars,"$10,031,425 ",Human Services : Homeless Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9825
3515,City Year, 287 Columbus Avenue,http://www.cityyear.org,4 stars,"$114,653,095 ",Human Services : Multipurpose Human Service Organizations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3515
3516,Citymeals-on-Wheels, 355 Lexington Avenue,http://www.citymeals.org,4 stars,"$19,442,173 ",Public Benefit : Fundraising Organizations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3516
6260,Civil War Trust, 1156 15th Street NW,http://www.civilwar.org/,4 stars,"$24,484,106 ",Arts Culture Humanities : Libraries Historical Societies and Landmark Preservation,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6260
12059,Clara White Mission, 613 West Ashley Street,http://www.clarawhitemission.org,4 stars,"$2,965,702 ",Human Services : Homeless Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12059
3518,Claremont McKenna College, Office of Development,http://www.claremontmckenna.edu,4 stars,"$167,072,404 ",Education : Private Liberal Arts Colleges,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3518
15232,Classic Wines Auction, 1001 Southeast Sandy Boulevard,http://www.classicwinesauction.com/index.php,4 stars,"$2,864,348 ",Public Benefit : Fundraising Organizations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15232
7677,Clearwater Marine Aquarium, 249 Windward Passage,http://www.SeeWinter.org,4 stars,"$17,512,926 ",Animals : Zoos and Aquariums,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7677
3523,Cleveland Foodbank, 15500 South Waterloo Road,http://www.clevelandfoodbank.org,4 stars,"$52,733,313 ",Human Services : Food Banks Food Pantries and Food Distribution,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3523
5223,Cleveland Housing Network, 2999 Payne Avenue,http://www.chnnet.com/,4 stars,"$33,833,851 ",Public Benefit : Community and Housing Development,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5223
6128,Cleveland Museum of Natural History, One Wade Oval Drive,http://www.cmnh.org/,4 stars,"$8,286,660 ",Arts Culture Humanities : Museums,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6128
6916,Cleveland Sight Center, 1909 East 101st Street,http://www.clevelandsightcenter.org/,4 stars,"$17,871,333 ",Human Services : Social Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6916
13118,Clothes To Kids, 1059 N. Hercules Avenue,http://www.clothestokids.org,4 stars,"$1,310,148 ",Human Services : Children's and Family Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13118
10405,The Club for Boys Rapid City, 320 North Fourth Street,http://www.theclubforboys.com/,4 stars,"$1,803,138 ",Human Services : Youth Development Shelter and Crisis Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10405
8472,COA Youth & Family Centers, 909 East North Avenue,http://www.coa-yfc.org/,4 stars,"$5,819,466 ",Human Services : Children's and Family Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8472
10920,Coachella Valley Rescue Mission, 47-518 Van Buren,,4 stars,"$5,192,554 ",Human Services : Homeless Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10920
6877,Coalition for Christian Outreach, 5912 Penn Avenue,http://www.ccojubilee.org/,4 stars,"$9,753,343 ",Religion : Religious Activities,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6877
8737,Coalition for Engaged Education, Herb Alpert Educational Village,http://www.ceeyouth.org/,4 stars,"$2,150,971 ",Education : Other Education Programs and Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8737
8523,Coalition for the Homeless of Central Florida, 639 West Central Boulevard,http://www.centralfloridahomeless.org/,4 stars,"$6,285,718 ",Human Services : Homeless Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8523
9180,Cocoon House, 2929 Pine Street,http://www.cocoonhouse.org/,4 stars,"$3,292,398 ",Human Services : Youth Development Shelter and Crisis Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9180
3529,Cold Spring Harbor Laboratory, One Bungtown Road,http://www.cshl.org,4 stars,"$158,920,755 ",Public Benefit : Research and Public Policy Institutions,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3529
5069,The College Crusade of Rhode Island, 134 Thurbers Avenue,http://thecollegecrusade.org,4 stars,"$4,349,558 ",Education : Other Education Programs and Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5069
3532,The College of Wooster, 1189 Beall Avenue,,4 stars,"$132,261,659 ",Education : Private Liberal Arts Colleges,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3532
11838,College Possible, 540 North Fairview Ave.,http://www.admissionpossible.org,4 stars,"$7,029,248 ",Education : Other Education Programs and Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11838
15008,Collision Repair Education Foundation, 5125 Trillium Boulevard,http://collisioneducationfoundation.org/,4 stars,"$4,902,066 ",Public Benefit : Fundraising Organizations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15008
12922,Colon Cancer Alliance, 1025 Vermont Avenue NW,http://www.ccalliance.org,4 stars,"$3,561,110 ",Health : Diseases Disorders and Disciplines,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12922
11878,Colorado Nonprofit Development Center, 789 Sherman Street Suite 250,http://www.cndc.org/,4 stars,"$12,264,303 ",Human Services : Social Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11878
10362,Colorado Public Radio, Bridges Broadcast Center,http://www.cpr.org/,4 stars,"$14,330,978 ",Arts Culture Humanities : Public Broadcasting and Media,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10362
10248,Colorado Springs Fine Arts Center, 30 West Dale Street,http://csfineartscenter.org/,4 stars,"$4,751,034 ",Arts Culture Humanities : Performing Arts,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10248
13817,Columbia Land Conservancy, 49 Main Street,http://clctrust.org/,4 stars,"$2,187,971 ",Environment : Environmental Protection and Conservation,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13817
3536,The Columbus Foundation, 1234 East Broad Street,http://www.columbusfoundation.org,4 stars,"$339,900,127 ",Public Benefit : Community Foundations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3536
3537,Columbus Zoo and Aquarium, 4850 West Powell Road,,4 stars,"$61,019,806 ",Animals : Zoos and Aquariums,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3537
3538,Combined Jewish Philanthropies, 126 High Street,http://www.cjp.org,4 stars,"$229,066,587 ",Public Benefit : Fundraising Organizations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3538
9687,Commission To Every Nation, 815 Jefferson Street,,4 stars,"$10,210,295 ",Religion : Religious Activities,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9687
6539,Common Cause Education Fund, 1133 Nineteenth Street NW,http://www.commoncause.org/,4 stars,"$5,566,464 ",Public Benefit : Advocacy and Civil Rights,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6539
7579,Common Hope, 1400 Energy Park Drive Suite 23,,4 stars,"$4,132,673 ",International : Foreign Charity Support Organizations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7579
14012,Common Sense Media, 650 Townsend Street,http://www.commonsensemedia.org/,4 stars,"$15,644,245 ",Arts Culture Humanities : Public Broadcasting and Media,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14012
10740,CommonBond Communities, 328 Kellogg Blvd. West,http://www.commonbond.org/,4 stars,"$16,781,267 ",Public Benefit : Community and Housing Development,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10740
10451,Commonweal, P.O. Box 316,http://www.commonweal.org,4 stars,"$2,924,832 ",Health : Diseases Disorders and Disciplines,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10451
3540,Communities Foundation of Texas, 5500 Caruth Haven Lane,http://www.cftexas.org,4 stars,"$96,574,274 ",Public Benefit : Community Foundations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3540
3542,Communities In Schools National Office, 2345 Crystal Drive,http://www.communitiesinschools.org/,4 stars,"$38,217,427 ",Education : Other Education Programs and Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3542
13825,Communities In Schools of Nevada, 3720 Howard Hughes Parkway,http://cisnevada.org/,4 stars,"$3,410,638 ",Education : Other Education Programs and Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13825
11209,Community Action Services and Food Bank, 815 South Freedom Boulevard,http://www.communityactionprovo.org/,4 stars,"$10,746,995 ",Public Benefit : Community and Housing Development,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11209
12490,Community Catalyst, 30 Winter Street,http://www.communitycatalyst.org,4 stars,"$9,680,068 ",Public Benefit : Advocacy and Civil Rights,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12490
8785,Community Family Life Services, 305 E Street NW,http://www.cflsdc.org,4 stars,"$1,981,464 ",Human Services : Social Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8785
12516,Community Food Bank, 3403 East Central Avenue,http://www.communityfoodbank.net,4 stars,"$41,593,234 ",Human Services : Food Banks Food Pantries and Food Distribution,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12516
12139,Community Food Bank of Eastern Oklahoma, 1304 North Kenosha Avenue,http://www.cfbeo.org,4 stars,"$30,964,859 ",Human Services : Food Banks Food Pantries and Food Distribution,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12139
7666,Community Food Share, 650 S Taylor Ave.,http://www.communityfoodshare.org/,4 stars,"$19,065,568 ",Human Services : Food Banks Food Pantries and Food Distribution,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7666
3545,Community FoodBank of New Jersey, 31 Evans Terminal Road,http://www.cfbnj.org,4 stars,"$102,176,713 ",Human Services : Food Banks Food Pantries and Food Distribution,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3545
5918,Community Foundation for Muskegon County, 425 West Western Avenue,http://www.cffmc.org/,4 stars,"$13,988,526 ",Public Benefit : Community Foundations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5918
5595,The Community Foundation for Northeast Florida, 245 Riverside Ave,http://www.jaxcf.org/,4 stars,"$106,777,966 ",Public Benefit : Community Foundations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5595
3546,Community Foundation for Southeast Michigan, 333 West Fort Street,http://www.cfsem.org/,4 stars,"$53,714,793 ",Public Benefit : Community Foundations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3546
3722,The Community Foundation for the National Capital Region, 1201 Fifteenth Street NW,http://www.cfncr.org,4 stars,"$60,315,945 ",Public Benefit : Community Foundations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3722
3547,Community Foundation of Greater Memphis, 1900 Union Avenue,http://www.cfgm.org,4 stars,"$96,594,302 ",Public Benefit : Community Foundations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3547
5187,The Community Foundation of Louisville, 325 West Main Street,http://www.cflouisville.org,4 stars,"$26,739,385 ",Public Benefit : Community Foundations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5187
5615,Community Foundation of Middle Tennessee, 3833 Cleghorn Avenue,http://www.cfmt.org/,4 stars,"$41,260,889 ",Public Benefit : Community Foundations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5615
5053,Community Foundation of New Jersey, 35 Knox Hill Road,,4 stars,"$42,333,905 ",Public Benefit : Community Foundations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5053
5698,Community Foundation of North Texas, 306 West Seventh Street,http://www.cfntx.org,4 stars,"$20,892,721 ",Public Benefit : Community Foundations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5698
3548,The Community Foundation of Sarasota County, 2635 Fruitville Road,https://www.cfsarasota.org/,4 stars,"$40,571,191 ",Public Benefit : Community Foundations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3548
5073,Community Foundation of Western Massachusetts, 1500 Main Street,,4 stars,"$10,234,001 ",Public Benefit : Community Foundations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5073
6275,The Community Foundation of Western North Carolina, 4 Vanderbilt Park Drive,http://www.cfwnc.org/,4 stars,"$22,176,540 ",Public Benefit : Community Foundations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6275
9294,Community Harvest Food Bank of Northeast Indiana, 999 East Tillman Road,,4 stars,"$23,592,259 ",Human Services : Food Banks Food Pantries and Food Distribution,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9294
15004,Community Health Charities of Nebraska, 212 South 74th Street,http://nebraska.healthcharities.org/,4 stars,"$2,900,507 ",Public Benefit : Fundraising Organizations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15004
12903,Community Nurse Health Center, 23 Calendar Avenue,http://www.communitynurse.org,4 stars,"$3,228,165 ",Health : Treatment and Prevention Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12903
11663,Community Partners International, 2560 Ninth Street,http://www.cpintl.org/,4 stars,"$2,590,418 ",International : Foreign Charity Support Organizations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11663
