Org ID, Org Name, Address, Website, Ranking, Total Revenue
15319,Avenues for Homeless Youth, 1708 Oak Park Avenue North,http://avenuesforyouth.org,4 stars,"$1,148,666 "
15323,Des Moines Community Playhouse, 831 42nd Street,https://www.dmplayhouse.com/,4 stars,"$3,508,229 "
15325,Museum of Danish America, 2212 Washington Street,http://www.danishmuseum.org/,4 stars,"$2,757,404 "
15329,University City Children's Center, 6646 Vernon Avenue,http://www.uccc.org/,4 stars,"$2,928,027 "
15341,Four Bands Community Fund, 101 South Main Street,,4 stars,"$2,238,590 "
15345,Investigative Reporters & Editors, 141 Neff Annex,http://www.ire.org/,4 stars,"$2,317,377 "
15347,The Children's Place, 2 East 59th Street,http://www.childrensplacekc.org/,4 stars,"$2,548,780 "
15368,A Child's Place, 601 East Fifth Street,http://www.achildsplace.org/,4 stars,"$2,549,432 "
15373,Manatee Performing Arts Center, 502 Third Avenue West,,4 stars,"$3,681,661 "
15399,Boy Scouts of America Golden Spread Council, 401 Tascosa Road,http://goldenspread.org/,4 stars,"$2,634,228 "
15413,Frisco Family Services, 8780 Third Street,http://www.friscocenter.org/,4 stars,"$3,306,271 "
15415,Humble Area Assistance Ministries, 1302 First Street E.,,4 stars,"$2,457,765 "
15416,Healthcare for the Homeless Houston, P.O. Box 66690,http://homeless-healthcare.org/,4 stars,"$3,075,575 "
15429,Caldera, 224 North West Thirteenth Avenue,http://calderaarts.org,4 stars,"$2,923,092 "
15430,MA‘O Organic Farms, 86-210 Puhawai Road,,4 stars,"$2,474,660 "
15448,Legal Outreach, 36-14 35th Street,http://legaloutreach.org/,4 stars,"$2,069,496 "
15452,The Center for Working Families, 419 7th Street NW,http://thecenterforworkingfamilies.org/,4 stars,"$1,664,067 "
15458,The Mind Trust, 1630 North Meridian Street,http://www.themindtrust.org/,4 stars,"$6,975,901 "
15466,National Family Planning & Reproductive Health Association, 1627 K Street NW,http://www.nationalfamilyplanning.org/,4 stars,"$2,174,503 "
15472,American Immigration Council, 1331 G Street NW,http://www.americanimmigrationcouncil.org/,4 stars,"$2,942,528 "
12002,Goodwill Industries of Houston, 1140 West Loop North,http://www.goodwillhouston.org/,4 stars,"$93,429,918 "
12003,Friends of the Children NY, 204A West 115th Street,,4 stars,"$1,823,232 "
12010,Landesa, 1424 Fourth Avenue,http://www.landesa.org/,4 stars,"$10,990,449 "
12021,Matter, 7005 Oxford Street,http://www.MatterMore.org,4 stars,"$41,812,449 "
12023,Pro Kids Golf Academy, 4085 52nd Street,http://www.thefirstteesandiego.org/club/scripts/public/public.asp,4 stars,"$3,526,706 "
12033,Children's Alliance, 718 6th Avenue South,http://www.childrensalliance.org/,4 stars,"$1,784,642 "
12045,Ruth & Norman Rales Jewish Family Service, 21300 Ruth & Baron Coleman Boulevard,http://www.ruthralesjfs.org,4 stars,"$5,349,245 "
12053,Main Line Animal Rescue, P.O. Box 89,http://www.mlar.org/,4 stars,"$4,430,236 "
12054,NETWORK of Community Ministries, 741 South Sherman,http://www.thenetwork.org,4 stars,"$2,957,602 "
12059,Clara White Mission, 613 West Ashley Street,http://www.clarawhitemission.org,4 stars,"$2,965,702 "
12062,American Council for an Energy-Efficient Economy, 529 14th Street N.W.,http://www.aceee.org,4 stars,"$7,430,165 "
12086,Anita Borg Institute, 1501 Page Mill Road,http://www.anitaborg.org,4 stars,"$6,304,009 "
12089,Jewish Family Service of Dallas, 5402 Arapaho Road,http://www.jfsdallas.org,4 stars,"$3,987,515 "
12090,Table to Table, P.O. Box 1051,http://www.tabletotable.org,4 stars,"$15,252,267 "
12094,Interfaith Community Services of Pima County, 2820 West Ina Road,http://www.icstucson.org,4 stars,"$4,724,639 "
12096,Fresh Lifelines for Youth, 568 Valley Way,http://www.flyprogram.org,4 stars,"$3,149,816 "
12099,The Food Bank of Lower Fairfield County, 461 Glenbrook Road,http://www.foodbanklfc.org,4 stars,"$4,636,210 "
12105,Miriam's Kitchen, 2401 Virginia Avenue NW,http://www.miriamskitchen.org,4 stars,"$1,848,890 "
12106,REDF, 221 Main Street,http://www.redf.org,4 stars,"$6,415,726 "
12113,United Way of Midland County, 220 West main Street,http://www.unitedwaymidland.org,4 stars,"$5,787,449 "
12123,100 Club of Arizona, 5033 North Nineteenth Avenue,http://www.100club.org,4 stars,"$1,483,812 "
12125,Foundation for the National Archives, 700 Pennsylvania Avenue NW,http://www.archivesfoundation.org/,4 stars,"$3,798,879 "
12126,Adaptive Sports Foundation, 100 Silverman Way,,4 stars,"$1,533,916 "
12127,The Sheldon Arts Foundation, 3648 Washington Boulevard,http://www.thesheldon.org,4 stars,"$3,553,673 "
12137,Heart of Los Angeles Youth, 2701 Wilshire Boulevard,http://www.heartofla.org,4 stars,"$2,851,781 "
12139,Community Food Bank of Eastern Oklahoma, 1304 North Kenosha Avenue,http://www.cfbeo.org,4 stars,"$30,964,859 "
12156,Grassroot Soccer, 198 Church Street,,4 stars,"$7,664,616 "
12162,Boys & Girls Club of Collier County, 7500 Davis Boulevard,,4 stars,"$5,352,650 "
12167,Goodcity, 5049 West Harrison Street,http://www.goodcitychicago.org/,4 stars,"$2,284,378 "
12176,Starkey Hearing Foundation, 6700 Washington Avenue S,http://www.starkeyhearingfoundation.org,4 stars,"$29,178,175 "
12204,Give to Colombia, 6705 Red Road,http://www.givetocolombia.org,4 stars,"$1,932,015 "
12205,Boys & Girls Clubs of Miami-Dade, 2805 Southwest 32nd Avenue,,4 stars,"$4,079,264 "
12206,Place of Hope, 9078 Isaiah Lane,http://www.placeofhope.com/,4 stars,"$4,965,857 "
12209,Brookwood Florida, 901 Seventh Avenue South,http://www.brookwoodflorida.org/,4 stars,"$1,369,945 "
12212,Women of Tomorrow Mentor & Scholarship Program, 22 East Flagler Street,http://www.womenoftomorrow.org/,4 stars,"$1,412,904 "
12214,Hubbard House, P.O. Box 4909,http://www.hubbardhouse.org,4 stars,"$3,408,069 "
12225,The Citizens Foundation USA, 2425 Touhy Ave.,http://www.tcfusa.org/,4 stars,"$4,783,610 "
12242,SIGN Fracture Care International, 451 Hills St. Suite B,http://signfracturecare.org/,4 stars,"$4,344,193 "
12252,Girl Scouts San Diego, 1231 Upas Street,http://www.sdgirlscouts.org/,4 stars,"$10,357,374 "
12254,Habitat for Humanity of Ventura County, 121 S. Rice Ave.,http://www.habitatventura.org,4 stars,"$1,794,425 "
12255,Manna Food Center, 9311 Gaither Road,http://www.mannafood.org,4 stars,"$8,071,965 "
12257,Iraq and Afghanistan Veterans of America, 292 Madison Avenue,http://www.iava.org/index.php,4 stars,"$6,109,172 "
12264,Josiah Venture, PO Box 4317,http://www.josiahventure.com,4 stars,"$8,256,470 "
12265,International Leadership Institute, 524 Tanner Street,,4 stars,"$2,181,697 "
12276,United Way of Lackawanna County, 615 Jefferson Avenue,,4 stars,"$3,406,474 "
12278,DuPage PADS, 705 West Liberty Street,,4 stars,"$3,816,677 "
12289,ArtsinStark, 900 Cleveland Avenue NW,,4 stars,"$2,829,514 "
12299,United Way of Bucks County, 413 Hood Boulevard,http://www.uwbucks.org/,4 stars,"$4,534,129 "
12310,Arthritis National Research Foundation, 200 Oceangate,http://www.curearthritis.org/,4 stars,"$1,301,165 "
12316,Metro YMCAs of the Oranges, 139 East McClellan Ave.,,4 stars,"$27,028,599 "
12321,Center for Child Protection, 8509 FM 969,http://www.centerforchildprotection.org,4 stars,"$2,896,807 "
12330,D.C. Bar Pro Bono Program, 1101 K Street NW,http://www.dcbar.org/probono,4 stars,"$2,535,703 "
12346,Sports Outreach Institute, 106-B Tradewynd Drive,,4 stars,"$2,508,972 "
12350,The Ocean Foundation, 1320 19th Street NW,http://www.oceanfdn.org,4 stars,"$4,795,529 "
12352,Asheville Humane Society, 14 Forever Friend Land,http://www.ashevillehumane.org/,4 stars,"$2,117,572 "
12353,Ronald McDonald House Charities of Chicagoland and Northwest Indiana, 1301 West 22nd Street,http://rmhccni.org,4 stars,"$17,229,852 "
12359,Keep a Child Alive, 11 Hanover Square NY,http://keepachildalive.org/,4 stars,"$5,892,625 "
12363,Goodwill Industries of South Florida, 2121 Northwest 21st Street,http://www.goodwillsouthflorida.org/,4 stars,"$93,496,492 "
12373,Prevent Child Abuse North Carolina, 3716 National Drive,http://www.preventchildabusenc.org/,4 stars,"$1,513,776 "
12378,Boys & Girls Club of Dane County, 2001 Taft Street,http://www.bgcdc.org,4 stars,"$2,731,003 "
12396,Love Without Boundaries Foundation, 306 S. Bryant Ave. Ste. C-145,,4 stars,"$2,321,031 "
12402,Cradles to Crayons, 155 North Beacon Street,http://www.cradlestocrayons.org,4 stars,"$8,572,397 "
12410,Lazarus House, 412 Hampshire Street,,4 stars,"$9,131,403 "
12413,United Way of Greater Baytown Area & Chambers County, P.O Box 425,http://www.unitedwaygbacc.org/,4 stars,"$3,239,285 "
12421,CASA of the Pikes Peak Region Inc., 701 South Cascade Avenue,http://www.casappr.org,4 stars,"$1,582,352 "
12434,Polaris, P.O. Box 65323,http://www.polarisproject.org/,4 stars,"$7,290,383 "
12442,Armed Forces Foundation, 16 North Carolin Avenue SE,http://www.armedforcesfoundation.org/,4 stars,"$9,987,784 "
12443,Alex's Lemonade Stand Foundation, 333 East Lancaster Avenue,http://www.alexslemonade.org,4 stars,"$13,120,415 "
12444,Friends Without A Border, 1123 Broadway,http://www.fwab.org,4 stars,"$4,493,552 "
12445,Education For Employment, 1612 K Street NW,http://www.efe.org/,4 stars,"$4,549,167 "
12447,Tom Coughlin Jay Fund Foundation, P.O. Box 50798,http://tcjayfund.org,4 stars,"$3,705,686 "
12452,Habitat for Humanity of Greater Cincinnati, 4910 Para Drive,http://www.cincinnatihabitat.org/,4 stars,"$6,959,549 "
12458,Desert AIDS Project, 1695 North Sunrise Way,http://www.desertaidsproject.org,4 stars,"$21,535,045 "
12466,Patient Advocate Foundation, 421 Butler Farm Road,http://www.patientadvocate.org/,4 stars,"$48,019,566 "
12469,American Friends of The Tel Aviv University, 39 Broadway Suite 1510,http://www.aftau.org,4 stars,"$24,886,619 "
12472,Habitat for Humanity Greenville County, 49 Greenland Drive,,4 stars,"$3,019,871 "
12490,Community Catalyst, 30 Winter Street,http://www.communitycatalyst.org,4 stars,"$9,680,068 "
12495,Helping Hands: Monkey Helpers, 541 Cambridge Street,http://www.monkeyhelpers.org/,4 stars,"$1,682,720 "
12506,The Bronx Museum of the Arts, 1040 Grand Concourse,http://www.bronxmuseum.org/,4 stars,"$4,774,551 "
12516,Community Food Bank, 3403 East Central Avenue,http://www.communityfoodbank.net,4 stars,"$41,593,234 "
12525,Love146, P.O. Box 8266,http://www.love146.org,4 stars,"$2,644,246 "
12527,Boys & Girls Clubs of Wake County, 701 North Raleigh Boulevard,http://www.wakebgc.org,4 stars,"$5,843,414 "
12538,Food and Water Watch, 1616 P Street NW,http://foodandwaterwatch.org,4 stars,"$11,998,609 "
12539,African Leadership and Reconciliation Ministries, 13154 Coit Road,http://www.alarm-inc.org,4 stars,"$3,535,484 "
12541,Arlington Street People's Assistance Network, 2708-B South Nelson Street,,4 stars,"$2,140,830 "
12545,United Way of Olmsted County, 903 West Center Street,http://www.uwolmsted.org/,4 stars,"$4,310,999 "
12548,charity: water, 200 Varick Street Suite 201,http://www.charitywater.org,4 stars,"$32,793,153 "
12551,Children's Scholarship Fund Philadelphia, 100 South Broad Street,,4 stars,"$9,370,931 "
12561,Banfield Charitable Trust, 8000 NE Tillamook Street,http://www.banfieldcharitabletrust.org,4 stars,"$2,454,921 "
12562,Support Center for Child Advocates, 1900 Cherry Street,http://www.advokid.org,4 stars,"$2,443,195 "
12565,The Rainbow Connection, 621 West University,http://www.rainbowwishconnection.org,4 stars,"$2,093,928 "
12577,United Way of Portage County OH, 218 West Main Street,http://www.uwportage.org,4 stars,"$1,316,365 "
12580,Furniture Bank of Central Ohio, 118 South Yale Ave,,4 stars,"$4,425,307 "
12582,United Hospice of Rockland, 11 Stokum Lane,http://www.hospiceofrockland.org/,4 stars,"$11,382,397 "
12583,New York City Coalition Against Hunger, 50 Broad Street,http://www.nyccah.org,4 stars,"$3,395,441 "
12588,Edith and Carl Marks Jewish Community House of Bensonhurst, 7802 Bay Parkway,,4 stars,"$8,022,116 "
12589,Sister Carmen Community Center, 655 Aspen Ridge Drive,http://www.sistercarmen.org,4 stars,"$4,194,903 "
12590,Asian & Pacific Islander American Scholarship Fund, 2025 M Street NW,http://apiasf.org,4 stars,"$15,099,977 "
12592,Pride Foundation, 2014 E. Madison St,http://www.pridefoundation.org/,4 stars,"($124,132)"
12598,The Ghetto Film School, 79 Alexander Avenue,http://www.ghettofilm.org,4 stars,"$1,312,305 "
12603,Cure Alzheimer's Fund, 34 Washington Street Suite 200,http://www.curealzfund.org,4 stars,"$9,128,066 "
12614,Food Bank of the Albemarle, 109 Tidewater Drive,,4 stars,"$8,473,712 "
12616,Gilda's Club Chicago, 537 North Wells Street,http://www.gildasclubchicago.org,4 stars,"$1,612,948 "
12621,Friedreich's Ataxia Research Alliance, 533 W Uwchlan Ave,http://www.curefa.org,4 stars,"$3,323,785 "
12624,The San Diego LGBT Community Center, 3909 Centre Street,http://www.thecentersd.org,4 stars,"$4,738,962 "
12629,Oakland Public Education Fund, 1000 Broadway,,4 stars,"$3,427,701 "
12631,Boy Scouts of America Tidewater Council, 1032 Heatherwood Drive,http://tidewaterbsa.com/,4 stars,"$1,866,086 "
12634,Habitat for Humanity of Monroe County IN, 213 E. Kirkwood Avenue,http://www.monroecountyhabitat.org,4 stars,"$2,955,022 "
12643,Habitat for Humanity of Palm Beach County, 6758 North Military Trail,http://www.habitatpbc.org,4 stars,"$5,598,124 "
12646,Sargent Shriver National Center on Poverty Law, 50 East Washington Street,http://www.povertylaw.org,4 stars,"$4,762,316 "
12650,State University College at Oneonta Foundation Corporation, 308 Netzer Administration Building,http://www.oneonta.edu/advancement/default.asp,4 stars,"$3,616,464 "
12653,Foods Resource Bank, 4479 Central Avenue,,4 stars,"$4,150,581 "
12654,Higher Ground Sun Valley, P.O. Box 6791,http://www.HigherGroundSV.org,4 stars,"$1,955,814 "
12657,Habitat for Humanity-MidOhio, 3140 Westerville Road,http://www.habitatmidohio.org/,4 stars,"$7,340,946 "
12662,Boys & Girls Club of Mercer County, 212 Centre Street,http://www.bgcmercer.org,4 stars,"$4,714,912 "
12666,Boys & Girls Clubs of Greater Houston, 1520-A Airline Drive,http://www.bgclubs-houston.org,4 stars,"$3,970,119 "
12674,Public Law Center, 601 Civic Center Drive West,http://www.publiclawcenter.org,4 stars,"$2,191,623 "
12691,Helping Hand for Relief and Development, 12541 McDougall Street,http://www.helpinghandonline.org,4 stars,"$24,046,855 "
12696,Achievement First, 403 James Street,http://www.achievementfirst.org,4 stars,"$27,246,098 "
12711,Our Piece of the Pie, 20-28 Sargent Street,http://www.opp.org,4 stars,"$5,894,113 "
12718,Meals on Wheels Plus of Manatee, 811 23rd Avenue East,http://www.mealsonwheelsplus.org/,4 stars,"$8,576,854 "
12721,CARITAS, P.O. Box 25790,http://www.caritasva.org/,4 stars,"$2,726,878 "
12729,Action Ministries Inc., 17 Executive Park Suite 540,http://www.actionministries.net,4 stars,"$5,025,836 "
12733,Roger Baldwin Foundation of ACLU, ACLU of Illinois,http://www.aclu-il.org,4 stars,"$3,769,318 "
12748,Cambodian Children's Fund, 2461 Santa Monica Blvd.,http://www.cambodianchildrensfund.org,4 stars,"$5,227,180 "
12756,Equal Justice Initiative, 122 Commerce Street,http://www.eji.org,4 stars,"$2,909,608 "
12760,WaterAid America, 315 Madison Ave,http://www.wateraidamerica.org,4 stars,"$7,791,403 "
12763,Alternative House, P.O. Box 694,http://www.thealternativehouse.org/,4 stars,"$2,054,792 "
12764,Center for Investigative Reporting, 1400 65th Street,http://centerforinvestigativereporting.org/,4 stars,"$11,522,944 "
12765,Center on Halsted, 3656 North Halsted,http://www.centeronhalsted.org,4 stars,"$4,392,514 "
12766,Cinequest, P.O. Box 720040,http://www.cinequest.org,4 stars,"$1,169,983 "
12769,CuriOdyssey, 1651 Coyote Point Drive,http://www.CuriOdyssey.org,4 stars,"$10,303,290 "
12773,United Way of Blount County, 1615 E. Broadway Avenue,http://www.liveunitedblount.org,4 stars,"$2,044,152 "
12784,Nehemiah Center, 5015 Fannin St,http://www.nehemiahcenterhouston.org,4 stars,"$1,481,892 "
12789,United Way of Cass-Clay, 219 7th Street south,http://www.uwcc.net,4 stars,"$5,277,100 "
12792,United Way of Benton and Franklin Counties, 401 North Young Street,http://www.unitedway-bfco.com,4 stars,"$4,421,424 "
12795,Frederick Rescue Mission, 419 W South St,,4 stars,"$3,280,237 "
12803,Catholic Charities Fort Worth, 249 West Thornhill Drive,,4 stars,"$22,282,910 "
12807,Jubilee Housing, 1640 Columbia Road NW,http://www.jubileehousing.org,4 stars,"$4,452,956 "
12808,The Jamestown Community Center, 3382 26th Street,http://www.jamestownsf.org/,4 stars,"$1,961,991 "
12810,The Indianapolis Public Library Foundation, P.O. Box 6134,http://foundation.imcpl.org/,4 stars,"$3,452,855 "
12819,Avenidas, 450 Bryant Street,http://www.avenidas.org/,4 stars,"$8,151,833 "
12826,Women's Bean Project, 3201 Curtis Street,http://www.womensbeanproject.com/,4 stars,"$1,203,388 "
12827,Novato Youth Center, 680 Wilson Avenue,http://novatoyouthcenter.org,4 stars,"$2,946,175 "
12835,Rally Foundation, 5775 Glenridge Drive,http://www.rallyfoundation.org,4 stars,"$1,312,644 "
12844,Public Interest Projects, 45 West 36th Street,http://www.publicinterestprojects.org/,4 stars,"$43,722,631 "
12848,Alzheimer's Association, 225 North Michigan Avenue,http://www.alz.org,4 stars,"$268,920,015 "
12850,Women Employed, 65 East Wacker Place,http://www.womenemployed.org/,4 stars,"$2,857,537 "
12852,Wayside House, 378 Northeast 6th Avenue,http://www.waysidehouse.net/,4 stars,"$1,689,558 "
12853,Yad Ezra, 2850 West 11 Mile Road,http://www.yadezra.org,4 stars,"$2,188,991 "
12856,NC Prevention Partners, 88 Vilcom Center Drive,http://ncpreventionpartners.org,4 stars,"$2,785,732 "
12857,Opportunity Fund Northern California, 111 W. St. John Street,http://www.opportunityfund.org/,4 stars,"$8,355,851 "
12858,Gulf Restoration Network, 541 Julia St.,http://www.healthygulf.org,4 stars,"$1,729,673 "
12875,United Way of Acadiana, 215 East Pinhook Road,,4 stars,"$6,100,624 "
12877,California Youth Connection, 604 Mission Street,http://www.calyouthconn.org,4 stars,"$2,095,274 "
12879,Adolescent Counseling Services, 1717 Embarcadero Road,http://www.acs-teens.org,4 stars,"$1,420,657 "
12883,God's Littlest Angels, 2283 A Waynoka Road,http://www.glahaiti.org/,4 stars,"$2,365,393 "
12891,Christian Senior Services, 4306 NW Loop 410,http://www.christianseniorservices.org,4 stars,"$6,796,944 "
12895,WildAid, 744 Montgomery Street,http://www.wildaid.org,4 stars,"$6,439,670 "
12896,Right To Play, 49 West 27th Street,http://www.righttoplayusa.org,4 stars,"$4,557,369 "
12901,Junior Achievement - Rocky Mountain, 1445 Market Street,http://www.jacolorado.org,4 stars,"$3,729,200 "
12902,Just Detention International, 3325 Wilshire Boulevard,http://www.justdetention.org,4 stars,"$2,137,706 "
12903,Community Nurse Health Center, 23 Calendar Avenue,http://www.communitynurse.org,4 stars,"$3,228,165 "
12906,Wellspring Family Services, 1900 Rainier Avenue South,http://www.wellspringfs.org,4 stars,"$12,200,825 "
12910,The Global Orphan Project, 6114 North 9 Highway,http://theglobalorphanproject.org,4 stars,"$6,034,981 "
12922,Colon Cancer Alliance, 1025 Vermont Avenue NW,http://www.ccalliance.org,4 stars,"$3,561,110 "
12928,Make-A-Wish Foundation of the Texas Gulf Coast and Louisiana, 1604 Bissonnet,http://texgulf.wish.org/,4 stars,"$4,545,671 "
12934,United Way of the Ozarks, 320 North Jefferson,http://www.uwozarks.com/,4 stars,"$5,699,471 "
12950,American Lung Association of the Upper Midwest, 13100 West Lisbon Road,http://www.lung.org/associations/charters/upper-midwest/,4 stars,"$23,541,276 "
12958,Little Red Door Cancer Agency, 1801 North Meridian Street,http://www.littlereddoor.org,4 stars,"$2,328,268 "
12970,Big Thought, 2501 Oak Lawn Avenue,http://www.bigthought.org,4 stars,"$13,697,291 "
12972,ForKids, 4200 Colley Avenue,http://www.homesforkids.org,4 stars,"$4,287,774 "
12976,Community Volunteers in Medicine, 300 B Lawrence Drive,http://www.cvim.org,4 stars,"$5,556,803 "
12977,Alpha-1 Association, 2937 Southwest 27th Avenue,http://www.alpha1.org,4 stars,"$1,484,928 "
12978,Kiva, 875 Howard St,,4 stars,"$15,632,786 "
12982,Soles4Souls, 319 Martindale Drive,http://www.soles4souls.org,4 stars,"$49,898,415 "
12985,Walking Mountains Science Center, 318 Walking Mountains Lane,,4 stars,"$1,293,483 "
12991,Twin Cities RISE!, 800 Washington Avenue North,http://www.twincitiesrise.org,4 stars,"$3,601,767 "
12999,Baitulmaal, P.O. Box 166911,http://www.baitulmaal.org,4 stars,"$1,695,220 "
13002,Society for Classical Studies, 220 South 40th Street,http://www.apaclassics.org,4 stars,"$1,594,371 "
13007,Ele's Place, 1145 West Oakland Avenue,http://www.elesplace.org,4 stars,"$1,822,038 "
13010,United Way of Mower County, 301 North Main Street,http://www.uwmower.org,4 stars,"$1,411,570 "
13021,Together We Cope, 17010 South Oak Park Avenue,http://www.togetherwecope.com/,4 stars,"$3,815,802 "
13023,San Francisco Child Abuse Prevention Center, 1757 Waller Street,http://www.sfcapc.org/,4 stars,"$4,383,317 "
13031,Wichita Children's Home, 810 North Holyoke,http://www.wch.org,4 stars,"$10,453,341 "
13033,Emily Krzyzewski Family Life Center, 904 West Chapel Hill Street,http://www.emilyk.org,4 stars,"$1,830,078 "
13039,Share our Selves, 1550 Superior Avenue,http://www.shareourselves.org/,4 stars,"$7,674,814 "
13044,The Parent-Child Home Program, 1415 Kellum Place,http://www.parent-child.org,4 stars,"$1,833,190 "
13048,Children's Cup, P.O. Box 400,http://www.childrenscup.org,4 stars,"$3,678,784 "
13050,Girl Scouts of Northern California, 7700 Edgewater Drive,http://girlscoutsnorcal.org/,4 stars,"$16,970,217 "
13055,4 Paws for Ability, 207 Dayton Avenue,,4 stars,"$1,737,889 "
13056,Surrey Services for Seniors, 28 Bridge Avenue,http://www.surreyservices.org,4 stars,"$6,330,592 "
13072,WINGS for kids, 476 Meeting Street,http://www.wingsforkids.org/,4 stars,"$2,631,944 "
13076,Navy SEAL Foundation, 1619 D Street,http://www.navySEALfoundation.org,4 stars,"$11,257,052 "
13078,Reading Partners, 180 Grand Avenue,http://readingpartners.org/,4 stars,"$12,876,814 "
13079,Uncommon Schools, 826 Broadway 9th Floor,http://www.uncommonschools.org,4 stars,"$45,036,791 "
13081,Jobs for the Future, 88 Broad Street,http://www.jff.org,4 stars,"$18,439,290 "
13083,National Math + Science Initiative, 8350 North Central Expressway,http://www.nms.org/,4 stars,"$34,747,658 "
13084,iMentor, 30 Broad Street,http://www.imentor.org/,4 stars,"$22,069,269 "
13089,ECHO Lake Aquarium and Science Center, One College Street,http://www.echovermont.org,4 stars,"$4,020,065 "
13097,Girls Educational & Mentoring Services (GEMS), 201 West 148th Street,http://www.gems-girls.org/,4 stars,"$3,397,550 "
13100,Goodwill Industries of Southeastern Wisconsin, 5300 North 118 Court,http://www.goodwillsew.com/Default.aspx,4 stars,"$105,794,310 "
13101,Hope For The Warriors®, 1335 Western Boulevard Suite E,http://www.hopeforthewarriors.org/,4 stars,"$4,906,933 "
13103,Idaho Youth Ranch, 5465 West Irving Street,http://www.youthranch.org/,4 stars,"$17,858,570 "
13106,Hibiscus Children's Center, 2400 North East Dixie Highway,,4 stars,"$7,470,322 "
13108,Adler Aphasia Center, 60 West Hunter Avenue,http://www.adleraphasiacenter.org/,4 stars,"$1,437,154 "
13109,All Hands Volunteers, 6 County Road,http://hands.org/,4 stars,"$3,695,089 "
13118,Clothes To Kids, 1059 N. Hercules Avenue,http://www.clothestokids.org,4 stars,"$1,310,148 "
13120,Orangewood Children's Foundation, 1575 East 17th Street,http://www.orangewoodfoundation.org/,4 stars,"$8,584,346 "
13125,Children's Place at HomeSafe, 2840 Sixth Avenue S,http://childrensplace-homesafe.org/,4 stars,"$8,188,011 "
13126,Outreach, 301 Center Street,,4 stars,"$3,864,321 "
13128,Hope for Haiti's Children, 12020 Southwick Lane,http://hopeforhaitischildren.org/,4 stars,"$1,154,299 "
13133,NetHope, 10615 Judicial Drive,http://www.nethope.org,4 stars,"$6,511,231 "
13146,ECAD Educated Canines Assisting with Disabilities, P.O. Box 251,http://www.ecad1.org,4 stars,"$1,252,788 "
13156,The Frick Pittsburgh, 7227 Reynolds Street,http://www.frickart.org,4 stars,"$8,345,241 "
13158,Open Door Community House, 2405 Second Avenue,http://opendoorcommunityhouse.org/,4 stars,"$1,402,064 "
13162,Good Sports, 1515 Hancock Street,http://www.goodsports.org/,4 stars,"$2,634,364 "
13164,Morris Habitat for Humanity, 274 South Salem Street,http://www.morrishabitat.org,4 stars,"$3,053,223 "
13173,Touch Foundation, 875 Third Avenue,,4 stars,"$4,729,654 "
13183,Harlem Academy, 1330 Fifth Avenue,http://www.harlemacademy.org/,4 stars,"$7,293,672 "
13184,The Joshua Fund, P.O Box 3468,,4 stars,"$8,217,418 "
13187,BRAC USA, 110 William St 29th Floor,http://www.bracusa.org,4 stars,"$24,702,509 "
13190,Ronald McDonald House Charities of New Mexico, 1011 Yale Boulevard NE,http://www.rmhc-nm.org,4 stars,"$1,268,655 "
13197,The Sunlight Foundation, 1818 N Street NW,http://sunlightfoundation.com/,4 stars,"$7,912,829 "
13199,United Way of Porter County Indiana, 951 Eastport Centre Drive,http://www.unitedwaypc.org,4 stars,"$2,990,884 "
13206,Center for Children and Families Inc., 1151 East Main Street,http://www.ccfinorman.org,4 stars,"$2,783,149 "
13208,Three Square, 4190 North Peco Road,http://www.threesquare.org/,4 stars,"$43,450,624 "
13211,Doctors Care, 609 West Littleton Boulevard,http://www.drscare.org,4 stars,"$2,358,580 "
13215,Jacobs & Cushman San Diego Food Bank, 9850 Distribution Avenue,http://www.sandiegofoodbank.org,4 stars,"$30,321,117 "
13216,Safe Water Network, 122 East 42nd Street 26 Floor,http://www.safewaternetwork.org/,4 stars,"$4,165,660 "
13217,The Center for Enriched Living, 280 Saunders Road,http://centerforenrichedliving.org,4 stars,"$2,396,637 "
13218,Interfaith Social Services, 105 Adams Street,http://www.interfaithsocialservices.org/,4 stars,"$1,645,199 "
13219,Petfinder Foundation, 4729 E. Sunrise Dr.,http://www.petfinderfoundation.com/,4 stars,"$2,539,699 "
13221,EMpower, 111 John Street,http://www.empowerweb.org,4 stars,"$1,727,040 "
13222,Ayuda, 6925 B Willow Street NW,http://www.ayuda.com,4 stars,"$2,147,062 "
13223,The Idea Village, 515 Girod Street,http://ideavillage.org,4 stars,"$1,995,624 "
13232,Heaven Can Wait Sanctuary Animal Society, P.O. Box 30158,http://www.hcws.org,4 stars,"$1,061,913 "
13237,Urban Ministries of Durham, 410 Liberty Street,http://www.umdurham.org,4 stars,"$2,147,572 "
13238,Meds & Food for Kids, 4488 Forest Park Ave,http://mfkhaiti.org,4 stars,"$3,547,812 "
13243,NPH USA formerly Friends of the Orphans, 134 North LaSalle Street,http://www.nphusa.org,4 stars,"$18,002,955 "
13246,Canary Foundation, 3155 Porter Drive,http://www.canaryfoundation.org,4 stars,"$10,088,383 "
13251,Second Harvest Community Food Bank, 915 Douglas,http://www.OurCommunityFoodBank.org,4 stars,"$10,931,611 "
13261,And Justice for All, 205 North 400 West,http://www.andjusticeforall.org/index.html,4 stars,"$1,388,386 "
13262,One Acre Fund, 2355 Fairview Ave.,http://www.oneacrefund.org/,4 stars,"$24,297,755 "
13275,Wounded Warriors Family Support, 920 South 107th Avenue,http://www.wwfs.org/,4 stars,"$3,238,439 "
