Org ID, Org Name, Address, Website, Ranking, Total Revenue, Category
14729,Academy of Hope Adult Public Charter School, 601 Edgewood Street NE,http://aohdc.org/,3 stars,"$1,296,178 ",Education : Other Education Programs and Services
6064,Academy of Vocal Arts, 1920 Spruce Street,http://www.avaopera.com,3 stars,"$5,961,308 ",Education : Other Education Programs and Services
8965,Accelerate Brain Cancer Cure, 1717 Rhode Island Avenue NW,http://www.abc2.org,3 stars,"$1,897,248 ",Health : Medical Research
10907,Accelerated Cure Project for Multiple Sclerosis, 460 Totten Pond Road,http://www.acceleratedcure.org/,3 stars,"$1,988,305 ",Health : Diseases Disorders and Disciplines
15263,ACCESS, 230 West Market Street,http://www.access-shelter.org/,3 stars,"$1,090,990 ",Human Services : Homeless Services
12420,Accordia Global Health Foundation, 1101 14th Street NW,http://www.accordiafoundation.org,3 stars,"$3,492,651 ",International : Development and Relief Services
10383,Achievement Centers for Children & Families Foundation, 555 Northwest 4th Street,http://www.achievementcentersfl.org/,3 stars,"$1,929,719 ",Public Benefit : Fundraising Organizations
11058,AchieveMpls, 111 Third Avenue South,http://www.achievempls.org,3 stars,"$2,926,101 ",Education : Other Education Programs and Services
10407,Achilles International, 42 West 38th Street,http://www.achillesinternational.org,3 stars,"$2,040,975 ",Human Services : Multipurpose Human Service Organizations
13579,ACLU Foundation of Maryland, 3600 Clipper Mill Road,http://www.aclu-md.org/,3 stars,"$2,316,698 ",Public Benefit : Advocacy and Civil Rights
15108,ACLU of Michigan Foundation, 2966 Woodward Avenue,http://www.aclumich.org/,3 stars,"$2,078,885 ",Public Benefit : Advocacy and Civil Rights
5766,Act Beyond, P.O. Box 860548,http://www.beyond.org,3 stars,"$4,381,925 ",Religion : Religious Activities
10825,Acterra, 3921 East Bayshore Road,http://www.acterra.org,3 stars,"$1,586,172 ",Environment : Environmental Protection and Conservation
11020,Action for Healthy Kids, 600 W. Van Buren Blvd.,http://www.actionforhealthykids.org/,3 stars,"$3,431,402 ",Human Services : Youth Development Shelter and Crisis Services
8247,Action on Smoking and Health, 701 4th Street NW,http://www.ash.org,3 stars,"$2,056,251 ",Health : Treatment and Prevention Services
6457,Actors and Others for Animals, 11523 Burbank Boulevard,http://www.actorsandothers.com/,3 stars,"$805,567 ",Animals : Animal Rights Welfare and Services
14377,Adaptive Sports Center, P.O. Box 1639,http://www.adaptivesports.org/,3 stars,"$1,760,765 ",Human Services : Social Services
9997,The Adirondack Council, 103 Hand Avenue,http://www.adirondackcouncil.org,3 stars,"$1,756,150 ",Environment : Environmental Protection and Conservation
10912,Adirondack Mountain Club, 814 Goggins Road,http://www.adk.org,3 stars,"$3,539,530 ",Environment : Environmental Protection and Conservation
3213,Adler Planetarium & Astronomy Museum, 1300 South Lake Shore Drive,http://www.adlerplanetarium.org,3 stars,"$15,473,274 ",Arts Culture Humanities : Museums
10444,Admiral Nimitz Foundation, 328 East Main Street,http://www.nimitzfoundation.org/,3 stars,"$6,921,806 ",Arts Culture Humanities : Museums
11882,Adopt A Pet.com, P.O. Box 7,http://www.adoptapet.com,3 stars,"$2,164,201 ",Animals : Animal Rights Welfare and Services
10221,The Adoption Exchange, 14232 East Evans Avenue,http://www.adoptex.org,3 stars,"$4,386,792 ",Human Services : Children's and Family Services
6574,Adventure Unlimited, 5201 South Quebec Street,http://www.adventureunlimited.org/,3 stars,"$4,311,377 ",Human Services : Youth Development Shelter and Crisis Services
13323,Advocates for Children of New Jersey, 35 Halsey Street,http://www.acnj.org/home.asp?uri=1000,3 stars,"$1,466,027 ",Public Benefit : Research and Public Policy Institutions
6263,Advocates International, 9691 Main Street,http://www.advocatesinternational.org,3 stars,"$381,007 ",Public Benefit : Advocacy and Civil Rights
9504,Affirmations, 290 West Nine Mile Road,http://www.goaffirmations.org,3 stars,"$1,704,438 ",Public Benefit : Advocacy and Civil Rights
14831,The African American Museum in Philadelphia, 701 Arch Street,http://www.aampmuseum.org/,3 stars,"$1,770,302 ",Arts Culture Humanities : Museums
3219,African Wildlife Foundation, 1400 Sixteenth Street NW,http://www.awf.org,3 stars,"$23,975,401 ",Animals : Wildlife Conservation
3220,Africare, 440 R Street NW,http://www.africare.org,3 stars,"$60,221,407 ",International : Development and Relief Services
11694,Afterschool Alliance, 1616 H Street NW,http://www.afterschoolalliance.org,3 stars,"$3,322,512 ",Education : Other Education Programs and Services
8074,After-School All-Stars, 5670 Wilshire Blvd,http://www.afterschoolallstars.org/,3 stars,"$3,136,931 ",Human Services : Youth Development Shelter and Crisis Services
15337,Agriculture Future of America, P.O. Box 414838,http://www.agfuture.org/s/1342/start.aspx,3 stars,"$2,786,987 ",Education : Other Education Programs and Services
9755,Agros International, 2225 Fourth Avenue,http://www.agros.org/,3 stars,"$4,012,801 ",International : Development and Relief Services
3223,Agudath Israel of America, 42 Broadway,,3 stars,"$21,822,991 ",Religion : Religious Activities
9407,Aid For Friends, 12271 Townsend Road,http://www.aidforfriends.org/,3 stars,"$2,781,589 ",Human Services : Social Services
5063,AIDS Action Committee of Massachusetts, 75 Amory Street,http://www.aac.org,3 stars,"$13,244,176 ",Health : Diseases Disorders and Disciplines
8535,AIDS Emergency Fund, 12 Grace Street,http://www.aef-sf.org/,3 stars,"$2,919,606 ",Health : Patient and Family Support
5707,AIDS Foundation Houston, 6260 Westpark Drive,http://www.aidshelp.org,3 stars,"$6,058,054 ",Health : Diseases Disorders and Disciplines
3224,AIDS Project Los Angeles, 611 South Kingsley Drive,http://www.apla.org,3 stars,"$16,025,473 ",Health : Diseases Disorders and Disciplines
6492,Air Force Aid Society, 241 Eighteenth Street S,http://www.afas.org/,3 stars,"$20,849,244 ",Human Services : Social Services
6890,Air Force Museum Foundation, P.O. Box 1903,http://www.airforcemuseum.com,3 stars,"$4,541,237 ",Arts Culture Humanities : Museums
4993,Aish New York, 313 West 83rd Street,http://www.aishcenter.com/,3 stars,"$5,663,847 ",Religion : Religious Activities
8192,Akron-Canton Regional Foodbank, 350 Opportunity Parkway,http://www.akroncantonfoodbank.org,3 stars,"$29,169,561 ",Human Services : Food Banks Food Pantries and Food Distribution
14799,Alabama Law Foundation, P.O. BOX 4129,http://www.alabamalawfoundation.org/,3 stars,"$1,289,843 ",Public Benefit : Fundraising Organizations
5928,Alaska Conservation Foundation, 911 West Eighth Ave.,http://alaskaconservation.org/,3 stars,"$4,193,663 ",Environment : Environmental Protection and Conservation
7132,Alaska Wilderness League, 122 C Street NW,http://www.alaskawild.org/,3 stars,"$3,199,262 ",Environment : Environmental Protection and Conservation
3227,The Alban Institute, 2121 Cooperative Way,http://www.alban.org,3 stars,"$2,559,440 ",Religion : Religious Activities
9356,The Albert Schweitzer Fellowship, 109 Brookline Avenue,,3 stars,"$1,481,601 ",International : Development and Relief Services
6779,Albright-Knox Art Gallery, 1285 Elmwood Avenue,http://www.albrightknox.org,3 stars,"$18,510,057 ",Arts Culture Humanities : Museums
10299,Albuquerque Academy, 6400 Wyoming Boulevard NE,http://aa.edu,3 stars,"$43,283,751 ",Education : Private Elementary and Secondary Schools
12095,Alexander Graham Bell Association for the Deaf and Hard of Hearing, 3417 Volta Place NW,http://www.agbell.org,3 stars,"$2,722,861 ",Health : Diseases Disorders and Disciplines
11105,ALIVE!, 2723 King Street,http://ALIVE-inc.org,3 stars,"$1,615,962 ",Human Services : Children's and Family Services
10949,All About Developmental Disabilities, 1440 Dutch Valley Place,http://www.aadd.org,3 stars,"$2,026,759 ",Human Services : Social Services
7420,All Hands Raised, 2069 NE Hoyt Street,http://allhandsraised.org/,3 stars,"$5,911,015 ",Education : Other Education Programs and Services
8712,All Stars Helping Kids, 970 Main Street,http://www.allstarshelpingkids.org/,3 stars,"$1,319,467 ",Public Benefit : Fundraising Organizations
6739,All Stars Project, 543 West 42nd Street,http://www.allstars.org/,3 stars,"$6,976,811 ",Human Services : Youth Development Shelter and Crisis Services
8934,Allen-Stevenson School, 132 East 78th Street,http://www.allen-stevenson.org,3 stars,"$22,796,552 ",Education : Private Elementary and Secondary Schools
11118,Allentown Art Museum, 31 North Fifth Street,http://www.allentownartmuseum.org,3 stars,"$2,443,262 ",Arts Culture Humanities : Museums
10400,Allergy & Asthma Network Mothers of Asthmatics, 8201 Greensboro Drive,http://www.aanma.org/,3 stars,"$1,927,358 ",Health : Diseases Disorders and Disciplines
5495,Alliance Defending Freedom, 15100 North 90th Street,,3 stars,"$39,891,396 ",Public Benefit : Advocacy and Civil Rights
8961,Alliance for Aging Research, 1700 K Street NW,http://www.agingresearch.org/,3 stars,"$1,815,806 ",Health : Medical Research
3231,Alliance for Education, 509 Olive Way,http://www.alliance4ed.org,3 stars,"$4,240,232 ",Education : Other Education Programs and Services
6247,Alliance for Global Justice, 225 E. 26th St.,http://www.afgj.org,3 stars,"$3,308,202 ",International : International Peace Security and Affairs
6298,Alliance for Lupus Research, 28 West 44th Street,http://www.lupusresearch.org/index.html,3 stars,"$10,309,069 ",Health : Medical Research
11012,Alliance for School Choice, 1660 L Street NW,http://www.allianceforschoolchoice.org,3 stars,"$5,218,850 ",Education : Other Education Programs and Services
13707,Alliance for Sustainable Colorado, 1536 Wynkoop Street 4a,http://www.sustainablecolorado.org/,3 stars,"$4,911,942 ",Environment : Environmental Protection and Conservation
14039,Allied Arts Foundation, 1015 N Broadway Ste 200,http://www.alliedartsokc.com/,3 stars,"$3,609,753 ",Arts Culture Humanities : Performing Arts
15172,Aloha Council Boy Scouts of America, 42 Puiwa Road,http://www.alohacouncilbsa.org/,3 stars,"$3,313,592 ",Human Services : Youth Development Shelter and Crisis Services
9336,The ALS Association Connecticut Chapter, Four Oxford Road,http://www.alsact.org,3 stars,"$833,832 ",Health : Diseases Disorders and Disciplines
11739,The ALS Association Florida Chapter, 3242 Parkside Center Circle,http://webfl.alsa.org/site/PageServer?pagename=FL_homepage,3 stars,"$1,655,148 ",Health : Diseases Disorders and Disciplines
6825,The ALS Association Greater Philadelphia Chapter, 321 Norristown Road,http://www.alsphiladelphia.org/,3 stars,"$5,506,586 ",Health : Diseases Disorders and Disciplines
12274,ALS Association St. Louis Chapter, 2258 Weldon Parkway,http://webstl.alsa.org/site/PageServer?pagename=STL_homepage,3 stars,"$1,539,476 ",Health : Diseases Disorders and Disciplines
12847,ALSAC - St. Jude Children's Research Hospital, 501 St. Jude Place,http://www.stjude.org,3 stars,"$1,183,802,991 ",Public Benefit : Fundraising Organizations
8765,Alternative Gifts International, 1103 North Topeka Street,,3 stars,"$1,029,998 ",International : Development and Relief Services
15274,Alternatives, 4730 North Sheridan Road,http://alternativesyouth.org/,3 stars,"$2,972,556 ",Human Services : Youth Development Shelter and Crisis Services
13584,Alternatives Incorporated of Madison County, PO BOX 1302,http://www.alternativesdv.org/,3 stars,"$1,276,005 ",Human Services : Social Services
13441,Alternatives Pregnancy Center, 1440 Blake Street,http://youhavealternatives.org/,3 stars,"$1,155,548 ",Health : Treatment and Prevention Services
13476,Alumni Association of Kansas State University, 1720 Alumni Center,http://www.k-state.com/,3 stars,"$4,163,247 ",Education : Other Education Programs and Services
13367,Alzheimer's Family Services Center, 9451 Indianapolis Avenue,http://www.AFSCenter.org/,3 stars,"$3,482,301 ",Human Services : Social Services
9120,Alzheimer's Services of the East Bay, 2320 Channing Way,http://www.aseb.org/,3 stars,"$3,155,686 ",Health : Diseases Disorders and Disciplines
13523,Alzheimer's Research & Prevention Foundation, P.O. Box 30783,http://www.alzheimersprevention.org/,3 stars,"$921,204 ",Health : Medical Research
15161,Amara, 3300 East Union Street,http://www.amaraparenting.org,3 stars,"$1,784,908 ",Human Services : Children's and Family Services
13890,Amazing Place, 3735 Drexel Drive,http://www.amazingplacehouston.org,3 stars,"$1,737,496 ",Human Services : Social Services
7141,Amazon Conservation Association, 1822 R Street NW,http://www.amazonconservation.org,3 stars,"$2,510,068 ",Environment : Environmental Protection and Conservation
9952,Amazon Conservation Team, 4211 North Fairfax Drive,http://www.amazonteam.org,3 stars,"$2,932,174 ",Environment : Environmental Protection and Conservation
10643,Amazon Watch, 2201 Broadway,http://www.amazonwatch.org,3 stars,"$1,486,276 ",Environment : Environmental Protection and Conservation
14117,Ambassadors for Christ International Ltd., P.O. Box 470,,3 stars,"$1,911,204 ",Religion : Religious Activities
3237,American Academy in Berlin, 14 East 60th Street,http://www.americanacademy.de/,3 stars,"$4,925,829 ",International : International Peace Security and Affairs
3238,American Academy in Rome, Seven East 60th Street,http://www.aarome.org,3 stars,"$8,472,686 ",International : International Peace Security and Affairs
10069,American Academy of Family Physicians Foundation, 11400 Tomahawk Creek Parkway,http://www.aafpfoundation.org/,3 stars,"$7,210,423 ",Health : Treatment and Prevention Services
12372,American Alpine Club, 710 10th Street,http://www.americanalpineclub.org/,3 stars,"$2,560,352 ",Environment : Botanical Gardens Parks and Nature Centers
8568,American Associates Ben-Gurion University of the Negev, 1001 Avenue of the Americas,http://www.aabgu.org/,3 stars,"$34,906,199 ",International : Foreign Charity Support Organizations
9343,American Association of Kidney Patients, 2701 North Rocky Point Drive,http://www.aakp.org/,3 stars,"$625,963 ",Health : Diseases Disorders and Disciplines
11237,American Association of People with Disabilities, 2013 H Street NW,http://www.aapd.com/,3 stars,"$4,188,854 ",Public Benefit : Advocacy and Civil Rights
7641,American Autoimmune Related Diseases Association, 22100 Gratiot Avenue,http://www.aarda.org/,3 stars,"$676,573 ",Health : Diseases Disorders and Disciplines
3335,American Ballet Theatre, 890 Broadway,http://www.abt.org,3 stars,"$40,321,459 ",Arts Culture Humanities : Performing Arts
3241,American Bar Association Fund for Justice and Education, 321 North Clark Street,http://www.americanbar.org/groups/departments_offices/fund_justice_education.html,3 stars,"$59,313,648 ",Public Benefit : Advocacy and Civil Rights
3242,American Bible Society, 1865 Broadway,http://www.americanbible.org/,3 stars,"$82,820,023 ",Religion : Religious Media and Broadcasting
7605,American Brain Tumor Association, 8550 W. Bryn Mawr Ave Suite 550,http://www.abta.org,3 stars,"$4,131,367 ",Health : Diseases Disorders and Disciplines
3247,American Civil Liberties Union Foundation, 125 Broad Street,http://www.aclu.org,3 stars,"$68,163,629 ",Public Benefit : Advocacy and Civil Rights
7423,American Civil Liberties Union Foundation of Northern California, 39 Drumm Street,http://www.aclunc.org/,3 stars,"$10,675,830 ",Public Benefit : Advocacy and Civil Rights
13580,American Civil Liberties Union of Montana Foundation, PO Box 1317,http://www.aclumontana.org/,3 stars,"$935,026 ",Public Benefit : Advocacy and Civil Rights
3249,The American Committee for the Tel Aviv Foundation, 1201 Broadway,http://www.telavivfoundation.org/,3 stars,"$4,941,655 ",International : Foreign Charity Support Organizations
4812,American Committee for the Weizmann Institute of Science, 633 Third Avenue,http://www.weizmann-usa.org,3 stars,"$71,423,000 ",International : Foreign Charity Support Organizations
8625,American Composers Orchestra, 244 West 54th Street,http://americancomposers.org/,3 stars,"$1,519,971 ",Arts Culture Humanities : Performing Arts
7923,American Conservatory Theater, 30 Grant Avenue,http://www.act-sfbay.org/,3 stars,"$20,116,189 ",Arts Culture Humanities : Performing Arts
4945,American Council on Germany, 14 East 60th Street,http://www.acgusa.org,3 stars,"$2,261,710 ",International : International Peace Security and Affairs
13777,American Dance Festival, Box 90772,http://www.americandancefestival.org,3 stars,"$3,818,521 ",Arts Culture Humanities : Performing Arts
3252,American Enterprise Institute for Public Policy Research, 1150 Seventeenth Street NW,http://www.aei.org,3 stars,"$45,780,708 ",Public Benefit : Research and Public Policy Institutions
5472,American Film Institute, 2021 North Western Avenue,http://www.afi.com,3 stars,"$31,173,334 ",Arts Culture Humanities : Museums
4951,American Folk Art Museum, 2 Lincoln Square,,3 stars,"$4,067,228 ",Arts Culture Humanities : Museums
12734,American Foundation For Children With AIDS, 6221 Blue Grass Avenue,http://www.AFCAids.org,3 stars,"$2,020,272 ",International : Humanitarian Relief Supplies
15394,American Foundation for Surgery of the Hand, 822 West Washington Boulevard,,3 stars,"$2,406,653 ",Health : Medical Research
5022,American Friends of ALYN Hospital, 122 East 42nd Street,http://www.alynus.org/,3 stars,"$2,694,198 ",International : Foreign Charity Support Organizations
3283,American Friends of Magen David Adom, 352 Seventh Avenue,http://www.afmda.org/,3 stars,"$23,155,189 ",International : Foreign Charity Support Organizations
4985,American Friends of Neve Shalom/Wahat al-Salam, 12925 Riverside Drive,http://www.oasisofpeace.org,3 stars,"$709,883 ",International : Foreign Charity Support Organizations
5976,American Friends of Nishmat, 274 Madison Avenue,http://www.afnishmat.org/,3 stars,"$1,703,236 ",International : Foreign Charity Support Organizations
4998,American Friends of Shalva Israel, 315 Fifth Avenue,http://www.shalva.org/page.asp?id=2187,3 stars,"$5,458,568 ",International : Foreign Charity Support Organizations
8569,American Friends of the Hebrew University, One Battery Park Plaza,http://www.afhu.org/,3 stars,"$44,608,551 ",International : Foreign Charity Support Organizations
3260,American Heart Association, National Center,http://www.americanheart.org,3 stars,"$632,636,617 ",Health : Diseases Disorders and Disciplines
5817,American Himalayan Foundation, 909 Montgomery Street,http://www.himalayan-foundation.org,3 stars,"$5,106,859 ",International : Development and Relief Services
3261,American Horticultural Society, 7931 East Boulevard Drive,http://www.ahs.org,3 stars,"$1,854,538 ",Environment : Botanical Gardens Parks and Nature Centers
11651,American Humanist Association, 1777 T Street NW,http://americanhumanist.org/,3 stars,"$2,201,803 ",Public Benefit : Advocacy and Civil Rights
8941,American India Foundation, 216 East 45th Street,http://www.aif.org/,3 stars,"$6,989,691 ",International : Foreign Charity Support Organizations
3263,American Indian College Fund, 8333 Greenwood Boulevard,,3 stars,"$16,933,040 ",Education : Other Education Programs and Services
13901,American Indian Services, 1902 North Canyon Road,http://www.americanindianservices.org/,3 stars,"$2,559,325 ",Education : Other Education Programs and Services
8417,American Institute for Contemporary German Studies, 1755 Massachusetts Avenue NW,http://www.aicgs.org/,3 stars,"$2,061,383 ",International : International Peace Security and Affairs
3265,American Israel Education Foundation, 251 H Street NW,http://www.aiefdn.org/,3 stars,"$45,595,806 ",International : Foreign Charity Support Organizations
8262,American Italian Cancer Foundation, 112 East 71st Street,http://www.americanitaliancancer.org/,3 stars,"$1,687,088 ",Health : Diseases Disorders and Disciplines
3266,American Jewish Committee, 165 East 56th Street,,3 stars,"$47,887,833 ",Public Benefit : Advocacy and Civil Rights
9547,American Legislative Exchange Council, 2900 Crystal Drive,http://www.alec.org/,3 stars,"$8,425,051 ",Public Benefit : Research and Public Policy Institutions
3272,American Leprosy Missions, One ALM Way,http://www.leprosy.org,3 stars,"$8,075,869 ",International : Development and Relief Services
5790,American Lung Association in California, 333 Hegenberger Road,http://www.lungusa.org/california,3 stars,"$12,938,176 ",Health : Diseases Disorders and Disciplines
8950,American Lung Association of the Mid-Atlantic, 3001 Old Gettysburg Road,http://www.lungusa.org/associations/charters/mid-atlantic/,3 stars,"$10,760,709 ",Health : Diseases Disorders and Disciplines
5198,American Lung Association of the Midland States, 5900 Wilcox Place,http://www.midlandlung.org/,3 stars,"$6,820,193 ",Health : Diseases Disorders and Disciplines
7912,American Lung Association of the Mountain Pacific, 7420 Southwest Bridgeport Road,http://www.lung.org/associations/charters/mountain-pacific/,3 stars,"$5,022,821 ",Health : Diseases Disorders and Disciplines
7832,American Lung Association of the Plains-Gulf Region, 8150 Brookriver Drive,http://www.lung.org/associations/charters/plains-gulf/,3 stars,"$9,224,693 ",Health : Diseases Disorders and Disciplines
7217,American Lung Association of the Southeast Inc., 6852 Belfort Oaks Place,http://www.lungfla.org/,3 stars,"$8,010,142 ",Health : Diseases Disorders and Disciplines
7905,American Lung Association of the Southwest, 102 West McDowell Road,http://www.lungs.org/,3 stars,"$6,564,746 ",Health : Diseases Disorders and Disciplines
13008,American Medical Association Foundation, 515 North State Street,http://amafoundation.org,3 stars,"$4,017,201 ",Public Benefit : Fundraising Organizations
3279,American Nicaraguan Foundation, 1000 NW 57 CT,http://www.anfnicaragua.org,3 stars,"$128,910,034 ",International : Foreign Charity Support Organizations
3281,American Parkinson Disease Association, 135 Parkinson Avenue,http://www.apdaparkinson.org,3 stars,"$8,210,799 ",Health : Diseases Disorders and Disciplines
7121,The American Prospect, 1710 Rhode Island Avenue NW,http://www.prospect.org/,3 stars,"$4,147,268 ",Arts Culture Humanities : Public Broadcasting and Media
13371,American Psychiatric Foundation, 1000 Wilson Blvd.,http://www.americanpsychiatricfoundation.org/,3 stars,"$4,739,124 ",Public Benefit : Fundraising Organizations
3282,American Quarter Horse Foundation, 1600 Quarter Horse Drive,,3 stars,"$5,455,090 ",Education : Other Education Programs and Services
3277,American Red Cross, 2025 E Street NW,,3 stars,"$3,412,238,741 ",Human Services : Multipurpose Human Service Organizations
3285,American Rivers, 1101 Fourteenth Street NW,http://www.americanrivers.org,3 stars,"$13,734,850 ",Environment : Environmental Protection and Conservation
13405,American Sexual Health Association, P.O. Box 13827,http://www.ashasexualhealth.org,3 stars,"$1,437,389 ",Health : Treatment and Prevention Services
3286,American Society for the Prevention of Cruelty to Animals, 424 East 92nd Street,http://www.aspca.org,3 stars,"$163,615,458 ",Animals : Animal Rights Welfare and Services
7113,American Society for the Protection of Nature in Israel, 28 Arrandale Avenue,http://www.aspni.org/,3 stars,"$987,949 ",International : Foreign Charity Support Organizations
7074,American Studies Center, 1100 North Glebe Road,http://www.amstudiescenter.org/,3 stars,"$7,545,904 ",Public Benefit : Research and Public Policy Institutions
9355,American Symphony Orchestra, 333 West 39th Street,http://www.americansymphony.org/,3 stars,"$5,559,727 ",Arts Culture Humanities : Performing Arts
6601,American Technion Society, 55 East 59th Street,http://www.ats.org/,3 stars,"$84,878,876 ",International : Foreign Charity Support Organizations
15445,American Theatre Wing, 230 West 41st Street,http://americantheatrewing.org/,3 stars,"$2,148,200 ",Arts Culture Humanities : Performing Arts
4806,American University, Office of Development,http://www.american.edu,3 stars,"$620,191,993 ",Education : Universities Graduate Schools and Technological Institutes
4989,Americans for Peace Now, 2100 M Street NW,http://peacenow.org/,3 stars,"$1,839,184 ",International : International Peace Security and Affairs
3511,Americans For Prosperity Foundation, 2111 Wilson Boulevard,http://www.americansforprosperityfoundation.com/,3 stars,"$24,029,062 ",Public Benefit : Advocacy and Civil Rights
7137,Americans for the Arts, 1000 Vermont Avenue NW,http://www.artsusa.org/,3 stars,"$6,475,308 ",Public Benefit : Fundraising Organizations
3287,Americans United for Separation of Church and State, 1301 K Street NW Suite 850E,http://www.au.org,3 stars,"$5,844,059 ",Public Benefit : Advocacy and Civil Rights
6268,America's Promise Alliance, 1110 Vermont Avenue N.W.,http://www.americaspromise.org/,3 stars,"$9,006,326 ",Human Services : Youth Development Shelter and Crisis Services
4955,Americas Society, 680 Park Avenue,http://www.americas-society.org,3 stars,"$7,695,373 ",International : International Peace Security and Affairs
3204,AMG International, 6815 Shallowford Road,http://www.amginternational.org,3 stars,"$8,059,227 ",Religion : Religious Activities
3291,Amherst College, P.O. Box 5000,http://www.amherst.edu,3 stars,"$325,110,846 ",Education : Private Liberal Arts Colleges
3292,Amherst H. Wilder Foundation, 451 Lexington Parkway N,http://www.wilder.org,3 stars,"$32,721,640 ",Human Services : Social Services
15465,Amigos de Jesus, 126 Woodland Avenue,http://amigosdejesus.org/,3 stars,"$1,911,408 ",Human Services : Youth Development Shelter and Crisis Services
11547,AMVETS National Service Foundation, 4647 Forbes Boulevard,,3 stars,"$16,506,972 ",Public Benefit : Advocacy and Civil Rights
11699,An Achievable Dream, 10858 Warwick Boulevard,http://www.achievabledream.com,3 stars,"$2,415,779 ",Education : Other Education Programs and Services
10413,Andre Agassi Foundation for Education, 3883 Howard Hughes Parkway,http://www.agassifoundation.org/,3 stars,"$15,070,749 ",Education : Other Education Programs and Services
10326,Angel Charity for Children Inc., P.O. Box 14225,http://www.angelcharity.org/,3 stars,"$891,657 ",Public Benefit : Fundraising Organizations
10166,Angel Flight Northeast, 492 Sutton Street,http://www.angelflightne.org,3 stars,"$815,680 ",Health : Patient and Family Support
10440,Angel Flight West, 3161 Donald Douglas Loop S,http://www.angelflightwest.org/,3 stars,"$4,277,716 ",Health : Patient and Family Support
10826,Angelman Syndrome Foundation, 4255 Westbrook Drive,http://www.angelman.org/,3 stars,"$1,770,467 ",Health : Diseases Disorders and Disciplines
5688,Animal Defense League of Texas, 11300 Nacogdoches Road,http://www.adltexas.org,3 stars,"$2,497,111 ",Animals : Animal Rights Welfare and Services
6711,Animal Haven, 251 Centre Street,http://www.animalhavenshelter.org/,3 stars,"$1,523,569 ",Animals : Animal Rights Welfare and Services
3298,Animal Legal Defense Fund, 170 East Cotati Avenue,http://www.aldf.org,3 stars,"$5,936,815 ",Animals : Animal Rights Welfare and Services
3299,The Animal Medical Center, 510 East 62nd Street,http://www.amcny.org,3 stars,"$40,126,059 ",Animals : Animal Rights Welfare and Services
7279,Animal Place, 17314 McCourtney Road,,3 stars,"$2,004,619 ",Animals : Wildlife Conservation
13258,Animal Refuge League, 449 Stroudwater Street,,3 stars,"$3,830,764 ",Animals : Animal Rights Welfare and Services
6823,Animal Rescue, Two Heritage Farm Drive,,3 stars,"$949,196 ",Animals : Animal Rights Welfare and Services
14195,Animal Rescue League of Berks County Inc., 58 Kennel Road,http://www.berksarl.org/#sthash.ePfa9qWp.r0RD6uQ2.dpbs,3 stars,"$1,722,745 ",Animals : Animal Rights Welfare and Services
8537,Animal Rescue League of Boston, 10 Chandler Street,http://www.arlboston.org,3 stars,"$8,472,551 ",Animals : Animal Rights Welfare and Services
